,Google Places ID,Review Count,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
489,ChIJA6mqJgtZwokR-xrC8CD7U-M,1,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.06666666666666667
490,ChIJA7dNxxxfwokRAmuyXwsBeXA,1,0.04,0.0,0.04,0.04,0.0,0.12,0.04,0.08,0.0,0.0
491,ChIJA8Ca4YBcwokR8n5tcO3-ivI,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
492,ChIJA9DAKQdZwokR0JYZk8f3pYY,1,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.0,0.06976744186046512,0.023255813953488372,0.13953488372093023,0.023255813953488372,0.023255813953488372,0.06976744186046512
493,ChIJA9PvMw32wokRYw1o5uBoeuQ,1,0.0,0.012195121951219513,0.012195121951219513,0.0,0.036585365853658534,0.04878048780487805,0.08536585365853659,0.036585365853658534,0.0,0.04878048780487805
494,ChIJA9Rgl3BbwokRquXmiFs7H7w,1,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.08108108108108109,0.02702702702702703,0.10810810810810811,0.02702702702702703,0.0,0.08108108108108109
495,ChIJARFyvWVfwokRIPUrJppmmlw,1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0
496,ChIJARY0qq1bwokREBdmmESH_GA,1,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.125
497,ChIJARpHPxpcwokRur2hmw1L4lk,1,0.0,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.07547169811320754,0.03773584905660377,0.0,0.07547169811320754
498,ChIJAUpgiVJYwokR65-11Un7aCU,16,0.01959544592879581,0.03799936936420914,0.007192057344334887,0.01384307761261723,0.02676631370589664,0.040351452084804965,0.09399307072616818,0.013422503887484847,0.015452258429517045,0.04826907912083088
499,ChIJAV-rDBFFwokRq1_cGAqE6p0,1,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
500,ChIJAVHOAj5bwokRJXHT0BLD2aw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
501,ChIJAVf3j1JYwokR-tfwOKqbe5s,1,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.0,0.05555555555555555
502,ChIJAVpwymZfwokRw0GkM_NG8qI,1,0.0,0.011904761904761904,0.023809523809523808,0.0,0.011904761904761904,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.023809523809523808,0.03571428571428571
503,ChIJAWBZh1tYwokRmg_KCpMfzPY,2,0.0625,0.0,0.0625,0.027777777777777776,0.0,0.1527777777777778,0.24305555555555555,0.1527777777777778,0.0,0.1527777777777778
504,ChIJAX88nxVcwokRLJa8WuFguvs,1,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0
505,ChIJAZD3Jj9bwokR2wUHsOcPO0I,1,0.0,0.05405405405405406,0.0,0.0,0.08108108108108109,0.0,0.08108108108108109,0.0,0.05405405405405406,0.05405405405405406
506,ChIJAZlUmTRewokRibLZGLozqYA,1,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.11764705882352941
507,ChIJAa3P9rdbwokRFnI8uF03NdI,1,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664
508,ChIJAa4O5oJYwokR_VIyDdoXNXs,1,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142
509,ChIJAahGPFdYwokRHX3BYH0Bv4A,1,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.10526315789473684,0.0,0.02631578947368421,0.05263157894736842
510,ChIJAaxWXRZawokR6npgRVY09HE,11,0.022136887439090328,0.023628330039733195,0.020467489375800698,0.01794058258294329,0.018704442307746136,0.055922506038508075,0.07531211807572603,0.028371657015041563,0.007107455767531932,0.04205909453538791
511,ChIJAb9cjItYwokR0D_6T6Q7x08,1,0.0,0.02857142857142857,0.0,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.0,0.08571428571428572
512,ChIJAbGuWINZwokR3W9b7F6tfOU,1,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285
513,ChIJAbTlg4lYwokRGbK_am9epWw,2,0.0,0.017241379310344827,0.0,0.0,0.045019157088122604,0.027777777777777776,0.07950191570881227,0.0,0.0,0.07279693486590039
